Name,fixed_cost,variable_cost,lb,ub,Lat,Lng
2232,0,23.28130226,1600000.0,6800000.0,39.3885819,141.11665449999998
7381182,0,23.521526,1600000.0,6800000.0,35.78274568,140.3304351
191,0,20.9887354,1600000.0,6800000.0,43.05587414,141.3674753
9185470,0,19.99180527,1600000.0,6800000.0,35.8077714,139.82834230000003
55492,0,19.95416115,1600000.0,6800000.0,32.12187674,130.3424864
9193677,0,23.9740829,1600000.0,6800000.0,34.89733474,135.6899662
2965712,0,23.28130226,1600000.0,6800000.0,35.13511781,136.8928671
7258321,0,19.95416115,1600000.0,6800000.0,34.53446785,133.6730329
9519319,0,23.9740829,1600000.0,6800000.0,34.67933,135.601012
221,0,20.9887354,1600000.0,6800000.0,43.03630884,141.4390506
16608,0,23.28130226,1600000.0,6800000.0,35.48627446,136.9045907
2275,0,23.28130226,1600000.0,6800000.0,39.3324172,141.5337304
24805,0,19.95416115,1600000.0,6800000.0,35.44033113,133.1194407
47333,0,23.521526,1600000.0,6800000.0,33.10869821,139.7902395
9101543,0,23.521526,1600000.0,6800000.0,35.30181215,139.12497009999998
9418989,0,23.521526,1600000.0,6800000.0,35.79228232,139.64660569999998
237,0,16.13601763,2349159.742,2871195.24,34.59780986,135.4491949
30962,0,23.28130226,1600000.0,6800000.0,39.286765,141.113191
6873332,0,23.9740829,1600000.0,6800000.0,34.52583208,135.3951286
7860471,0,23.521526,1600000.0,6800000.0,35.40302696,139.3444474
8443,0,23.521526,1600000.0,6800000.0,35.643173600000004,139.7110365
22780,0,23.9740829,1600000.0,6800000.0,34.569646500000005,135.5751726
251,0,21.79462082,3901653.442,4768687.54,34.83518493,135.55735280000002
16640,0,23.28130226,1600000.0,6800000.0,35.36820584,137.2528196
18689,0,19.99180527,1600000.0,6800000.0,35.88037716,139.81006680000002
4359,0,23.28130226,1600000.0,6800000.0,37.49949051,139.91893819999999
5089549,0,23.521526,1600000.0,6800000.0,35.71607338,139.376929
9349391,0,23.28130226,1600000.0,6800000.0,39.40968177,141.13660910000002
4375,0,23.28130226,1600000.0,6800000.0,37.49990716,139.92102690000002
1528092,0,23.521526,1600000.0,6800000.0,35.31652257,140.39020019999998
16675,0,23.28130226,1600000.0,6800000.0,35.45089813,137.04779380000002
28967,0,19.95416115,1600000.0,6800000.0,33.30412385,130.5325043
5775655,0,23.521526,1600000.0,6800000.0,35.63164838,139.64283700000001
9046313,0,19.95416115,1600000.0,6800000.0,31.69852998,131.0067143
4394,0,19.99180527,1600000.0,6800000.0,36.07181806,139.63069309999997
2781484,0,23.28130226,1600000.0,6800000.0,37.05665666,140.894697
7797036,0,19.99180527,1600000.0,6800000.0,35.84140524,139.85644209999998
4400,0,23.521526,1600000.0,6800000.0,35.73286092,140.07583830000002
20784,0,19.95416115,1600000.0,6800000.0,34.44867622,132.6764706
4403,0,23.521526,1600000.0,6800000.0,35.79213612,139.34830630000002
4404,0,23.521526,1600000.0,6800000.0,35.57463325,139.3567358
20795,0,19.95416115,1600000.0,6800000.0,33.64247015,130.5030466
2364,0,23.28130226,1600000.0,6800000.0,38.934682,141.1268
39228,0,23.28130226,1600000.0,6800000.0,35.161398999999996,138.676273
43323,0,19.95416115,1600000.0,6800000.0,33.575671,133.64146000000002
20799,0,19.95416115,1600000.0,6800000.0,32.70950943,130.7753682
28991,0,19.95416115,1600000.0,6800000.0,33.75704542,130.7183243
41279,0,19.95416115,1600000.0,6800000.0,34.126587,134.49509
5124417,0,23.28130226,1600000.0,6800000.0,35.29031,136.910952
6725953,0,23.521526,1600000.0,6800000.0,35.64589396,139.8660841
9111867,0,23.28130226,1600000.0,6800000.0,35.33323563,136.937258
9120076,0,19.95416115,1600000.0,6800000.0,33.64800279,130.4939445
24910,0,19.95416115,1600000.0,6800000.0,35.36411724,132.7371221
9187669,0,19.99180527,1600000.0,6800000.0,36.31572783,139.4365585
20828,0,23.9740829,1600000.0,6800000.0,34.69878245,135.3588642
16734,0,23.521526,1600000.0,6800000.0,35.78899464,139.34030159999998
2399,0,23.28130226,1600000.0,6800000.0,40.29792017,141.3028655
14688,0,23.9740829,1600000.0,6800000.0,34.59675356,135.4730896
1376616,0,23.521526,1600000.0,6800000.0,35.72813206,140.6579865
29033,0,19.95416115,1600000.0,6800000.0,33.63050648,130.6821316
31089,0,23.9740829,1600000.0,6800000.0,34.70110632,135.19770219999998
27000,0,23.9740829,1600000.0,6800000.0,34.8556368,134.87356780000002
7977336,0,19.99180527,1600000.0,6800000.0,35.788500899999995,139.4757845
9900411,0,19.95416115,1600000.0,6800000.0,34.50994374,133.75000690000002
31100,0,23.9740829,1600000.0,6800000.0,34.18481919,135.1878684
27006,0,19.95416115,1600000.0,6800000.0,34.07765449,134.53759169999998
9703810,0,23.28130226,1600000.0,6800000.0,35.04961229,137.0917698
9867651,0,23.9740829,1600000.0,6800000.0,34.61210182,135.7712929
3877256,0,23.521526,1600000.0,6800000.0,35.71431465,139.34583999999998
6379915,0,23.521526,1600000.0,6800000.0,35.69496024,140.1224635
396,0,20.9887354,1600000.0,6800000.0,41.82608398,140.7253386
6033822,0,23.521526,1600000.0,6800000.0,35.74962685,140.3134211
7522720,0,19.95416115,1600000.0,6800000.0,33.70550073,130.4422134
16802,0,23.28130226,1600000.0,6800000.0,35.01560127,138.4066004
29092,0,19.95416115,1600000.0,6800000.0,33.20895899,130.5586105
1378724,0,19.95416115,1600000.0,6800000.0,34.57093982,133.2360593
27050,0,23.521526,1600000.0,6800000.0,35.61542503,138.5998062
45483,0,23.521526,1600000.0,6800000.0,35.706657,139.868427
27057,0,19.95416115,1600000.0,6800000.0,34.07666292,134.53581409999998
7530935,0,23.9740829,1600000.0,6800000.0,34.86664252,135.73306330000003
12730,0,23.9740829,1600000.0,6800000.0,34.83591047,135.5576271
9841083,0,19.99180527,1600000.0,6800000.0,35.98520053,139.4591505
12733,0,23.521526,1600000.0,6800000.0,35.40850695,139.3627122
12735,0,23.28130226,1600000.0,6800000.0,34.76925419,137.9052449
18880,0,23.28130226,1600000.0,6800000.0,35.09536536,136.856673
1374656,0,23.9740829,1600000.0,6800000.0,34.20592745,135.16340309999998
45507,0,19.99180527,1600000.0,6800000.0,36.389482,139.06342800000002
90565,0,23.28130226,1600000.0,6800000.0,35.00952013,137.0407614
8648,0,23.521526,1600000.0,6800000.0,35.70255786,139.79053969999998
1378767,0,23.9740829,1600000.0,6800000.0,34.66199054,135.4757599
7141840,0,23.28130226,1600000.0,6800000.0,34.61355983,136.0905756
4563409,0,19.99180527,1600000.0,6800000.0,35.804685,139.4812169
6610,0,19.99180527,1600000.0,6800000.0,35.99070962,139.71166719999997
45523,0,23.521526,1600000.0,6800000.0,35.443082000000004,139.36248899999998
7334354,0,20.9887354,1600000.0,6800000.0,43.05986636,141.40015
9079254,0,23.521526,1600000.0,6800000.0,35.66580383,139.4692811
1374680,0,23.9740829,1600000.0,6800000.0,34.03299808,135.1768361
18910,0,23.28130226,1600000.0,6800000.0,35.09607434,136.9388364
7225822,0,19.95416115,1600000.0,6800000.0,33.40065383,130.582043
8672,0,23.521526,1600000.0,6800000.0,35.69735273,139.7818321
9048545,0,23.9740829,1600000.0,6800000.0,34.57435502,135.4387986
446947,0,23.521526,1600000.0,6800000.0,35.45701135,139.60898630000003
96741,0,23.9740829,1600000.0,6800000.0,34.59671248,135.5410195
2534,0,23.28130226,1600000.0,6800000.0,38.25425145,140.9259283
9443819,0,23.9740829,1600000.0,6800000.0,34.83045978,135.6181219
4588,0,23.28130226,1600000.0,6800000.0,37.06858734,140.84598689999999
1358316,0,19.99180527,1600000.0,6800000.0,36.20493442,139.74355380000003
6103537,0,23.28130226,1600000.0,6800000.0,40.76784620000001,140.7413445
14834,0,19.99180527,1600000.0,6800000.0,36.064067,136.219494
45556,0,19.95416115,1600000.0,6800000.0,34.451844,132.47163
1358324,0,19.99180527,1600000.0,6800000.0,36.06102329,139.7147313
45558,0,19.95416115,1600000.0,6800000.0,32.715333,130.678877
3645940,0,23.521526,1600000.0,6800000.0,35.35489518,139.4608354
9527800,0,19.95416115,1600000.0,6800000.0,34.20929044,133.7101178
4600,0,23.28130226,1600000.0,6800000.0,37.00191532,140.907897
5364213,0,23.521526,1600000.0,6800000.0,35.789831,139.2537541
57851,0,19.99180527,1600000.0,6800000.0,36.87970819,140.0215179
1370626,0,23.9740829,1600000.0,6800000.0,34.7646186,134.8352834
7543298,0,23.521526,1600000.0,6800000.0,35.91910312,139.9391454
4809220,0,23.521526,1600000.0,6800000.0,35.67403562,139.9986642
4618,0,23.28130226,1600000.0,6800000.0,37.06638488,140.8499618
9687564,0,23.28130226,1600000.0,6800000.0,35.29839764,136.898616
6670,0,19.99180527,1600000.0,6800000.0,36.19911803,139.27321640000002
9488910,0,19.95416115,1600000.0,6800000.0,33.75473508,130.6187927
21008,0,23.9740829,1600000.0,6800000.0,34.96849773,135.74952869999998
18961,0,23.28130226,1600000.0,6800000.0,34.7667436,137.3862691
27154,0,19.95416115,1600000.0,6800000.0,34.06858418,134.1541816
9527826,0,19.95416115,1600000.0,6800000.0,34.68732999,134.00535359999998
6941206,0,19.99180527,1600000.0,6800000.0,35.87903018,139.8130167
9699864,0,19.95416115,1600000.0,6800000.0,34.48358625,132.6801225
27162,0,19.95416115,1600000.0,6800000.0,34.0335601,134.033195
1370650,0,23.9740829,1600000.0,6800000.0,34.68307186,135.1658635
25116,0,23.521526,1600000.0,6800000.0,35.76119365,139.8106927
16925,0,23.9740829,1600000.0,6800000.0,34.7122316,135.6091386
12831,0,19.99180527,1600000.0,6800000.0,37.86186894,138.9883388
45599,0,23.9740829,1600000.0,6800000.0,34.737596999999994,135.34156399999998
7717407,0,23.28130226,1600000.0,6800000.0,35.0936456,136.85012949999998
25119,0,19.95416115,1600000.0,6800000.0,34.58199103,133.7692398
6103588,0,23.28130226,1600000.0,6800000.0,39.720008,140.102564
7377444,0,23.28130226,1600000.0,6800000.0,39.70677896,141.03068530000002
7303718,0,20.9887354,1600000.0,6800000.0,43.14069842,141.33704740000002
9837094,0,19.95416115,1600000.0,6800000.0,33.17333673,130.38581259999998
6700,0,19.99180527,1600000.0,6800000.0,35.82023897,139.8055575
18988,0,23.28130226,1600000.0,6800000.0,34.75139862,137.3876112
560,0,19.99180527,1600000.0,6800000.0,36.03180459,139.63081680000002
9032240,0,19.95416115,1600000.0,6800000.0,33.40401753,130.5592147
188980,0,19.95416115,1600000.0,6800000.0,33.56369569,133.6243664
9146946,0,19.95416115,1600000.0,6800000.0,34.01998093,134.5561128
9366083,0,23.521526,1600000.0,6800000.0,35.79626264,140.0373154
3189317,0,23.521526,1600000.0,6800000.0,35.52607036,139.68186409999998
590,0,20.9887354,1600000.0,6800000.0,43.79748658,142.4031879
12882,0,19.99180527,1600000.0,6800000.0,37.90810314,139.0921031
14931,0,19.99180527,1600000.0,6800000.0,35.64727509,136.0766127
8788,0,23.521526,1600000.0,6800000.0,35.70418819,139.81370680000003
39507,0,23.9740829,1600000.0,6800000.0,34.573254,135.483101
6742,0,19.99180527,1600000.0,6800000.0,35.83356283,139.39469
6103634,0,23.28130226,1600000.0,6800000.0,40.52339235,141.4511658
9146962,0,19.95416115,1600000.0,6800000.0,34.30466274,134.01454070000003
19038,0,23.28130226,1600000.0,6800000.0,34.78121619,137.384355
21089,0,19.99180527,1600000.0,6800000.0,36.03578133,139.7922404
2658,0,23.28130226,1600000.0,6800000.0,38.25512365,140.9241257
6759009,0,23.9740829,1600000.0,6800000.0,34.48322296,135.3839802
2591332,0,19.95416115,1600000.0,6800000.0,34.02641579,131.9119265
3568229,0,23.9740829,1600000.0,6800000.0,34.72227942,135.4082371
9099875,0,23.28130226,1600000.0,6800000.0,38.27988783,140.998415
9427554,0,23.521526,1600000.0,6800000.0,35.517472999999995,139.57220269999996
29289,0,19.95416115,1600000.0,6800000.0,33.36858301,130.51926880000002
14958,0,19.99180527,1600000.0,6800000.0,35.8971486,136.14871269999998
1182323,0,23.521526,1600000.0,6800000.0,35.72672095,140.11871090000002
45685,0,19.99180527,1600000.0,6800000.0,36.651097,138.307192
14966,0,19.99180527,1600000.0,6800000.0,35.88685088,136.184484
14969,0,19.99180527,1600000.0,6800000.0,36.52965504,136.8840415
9763449,0,23.28130226,1600000.0,6800000.0,35.2975924,136.9045987
9413243,0,23.521526,1600000.0,6800000.0,35.52287947,140.18425569999997
1524348,0,19.95416115,1600000.0,6800000.0,31.60627659,130.53644690000002
6785,0,19.99180527,1600000.0,6800000.0,35.82885918,139.57768869999998
21121,0,23.9740829,1600000.0,6800000.0,35.29959101,135.1271767
17027,0,23.28130226,1600000.0,6800000.0,34.75861571,137.7508378
7686790,0,23.521526,1600000.0,6800000.0,35.705754999999996,139.353548
184969,0,19.95416115,1600000.0,6800000.0,33.63151208,130.6863841
9564810,0,23.9740829,1600000.0,6800000.0,34.61210182,135.7712929
9835148,0,23.521526,1600000.0,6800000.0,35.67491971,139.368056
25240,0,19.95416115,1600000.0,6800000.0,34.62433195,133.9085844
9398937,0,23.28130226,1600000.0,6800000.0,39.6596502,140.1728522
7686811,0,23.521526,1600000.0,6800000.0,35.71931426,139.3569196
19100,0,23.28130226,1600000.0,6800000.0,34.93395029,137.1757128
6460062,0,23.28130226,1600000.0,6800000.0,39.65529301,141.12766580000002
31392,0,23.28130226,1600000.0,6800000.0,38.293839,141.004225
705187,0,23.9740829,1600000.0,6800000.0,33.88965343,136.0975891
6208169,0,19.95416115,1600000.0,6800000.0,33.8875501,130.8679411
5243572,0,19.99180527,1600000.0,6800000.0,36.5725049,136.5700537
9564853,0,23.9740829,1600000.0,6800000.0,34.55685333,135.56226569999998
19127,0,23.28130226,1600000.0,6800000.0,34.75228055,136.14275419999998
15032,0,19.99180527,1600000.0,6800000.0,35.98543421,136.48778230000002
701,0,20.9887354,1600000.0,6800000.0,43.80051967,142.404607
9564861,0,23.9740829,1600000.0,6800000.0,34.52721832,135.4145851
7871171,0,19.95416115,1600000.0,6800000.0,33.24613313,131.7435403
12998,0,19.99180527,1600000.0,6800000.0,37.44845579,138.845133
17094,0,23.28130226,1600000.0,6800000.0,34.71165402,137.74909680000002
29384,0,19.99180527,1600000.0,6800000.0,35.97073507,139.9788477
5556937,0,23.9740829,1600000.0,6800000.0,34.18936009,135.1751331
2763,0,23.28130226,1600000.0,6800000.0,38.43068710000001,141.2656833
8907,0,23.521526,1600000.0,6800000.0,35.5888105,139.715335
27340,0,19.95416115,1600000.0,6800000.0,34.35246689,134.044004
7117515,0,19.99180527,1600000.0,6800000.0,36.34923132,139.894272
9007822,0,23.28130226,1600000.0,6800000.0,34.75783383,136.5307079
23248,0,23.9740829,1600000.0,6800000.0,34.68455657,135.07775149999998
9411275,0,23.28130226,1600000.0,6800000.0,39.20934985,141.07444109999997
7445202,0,19.99180527,1600000.0,6800000.0,35.98350545,139.96715690000002
9294546,0,20.9887354,1600000.0,6800000.0,43.07085698,141.3261888
15067,0,19.99180527,1600000.0,6800000.0,35.94501523,136.1863208
1360604,0,23.9740829,1600000.0,6800000.0,34.70046352,135.47212580000001
7703260,0,23.28130226,1600000.0,6800000.0,35.15030235,138.6842684
9734880,0,23.521526,1600000.0,6800000.0,35.27026568,139.1638958
2788,0,23.28130226,1600000.0,6800000.0,34.69154569,137.7527245
13030,0,19.99180527,1600000.0,6800000.0,37.44455624,138.845597
4839,0,19.99180527,1600000.0,6800000.0,36.36487247,140.5007632
3107558,0,23.28130226,1600000.0,6800000.0,37.07436805,140.873657
9908978,0,19.95416115,1600000.0,6800000.0,33.68798182,130.4866415
9050868,0,19.95416115,1600000.0,6800000.0,33.63955193,130.4210929
9147128,0,20.9887354,1600000.0,6800000.0,43.12630398,141.4996183
49913,0,23.28130226,1600000.0,6800000.0,35.33156773,137.1014157
5321468,0,19.99180527,1600000.0,6800000.0,36.72994656,137.19860480000003
152323,0,19.95416115,1600000.0,6800000.0,33.54608328,130.4778851
25348,0,23.9740829,1600000.0,6800000.0,35.39373468,136.2739914
2781956,0,19.99180527,1600000.0,6800000.0,36.29261296,139.10409009999998
7994117,0,20.9887354,1600000.0,6800000.0,42.93173728,143.1588506
9564934,0,23.9740829,1600000.0,6800000.0,34.4144182,135.45350269999997
7983883,0,19.99180527,1600000.0,6800000.0,36.11225672,139.6084661
7994125,0,20.9887354,1600000.0,6800000.0,43.01540968,144.3130168
6929,0,23.28130226,1600000.0,6800000.0,40.74270323,140.5823014
9022228,0,23.521526,1600000.0,6800000.0,35.76098998,139.35794840000003
7703317,0,23.28130226,1600000.0,6800000.0,34.70627487,138.030225
8982,0,23.521526,1600000.0,6800000.0,35.61463697,139.668327
7994133,0,20.9887354,1600000.0,6800000.0,42.92781148,143.0910968
41752,0,19.99180527,1600000.0,6800000.0,37.531603999999994,138.912825
8990,0,23.521526,1600000.0,6800000.0,35.62718596,139.68420030000001
27423,0,23.521526,1600000.0,6800000.0,35.49833509,139.4232131
39713,0,23.521526,1600000.0,6800000.0,35.46552079,139.3561888
80675,0,19.99180527,1600000.0,6800000.0,36.52735588,140.5291635
7768869,0,23.521526,1600000.0,6800000.0,35.508404,139.68254
7994150,0,20.9887354,1600000.0,6800000.0,43.03735602,141.441517
2860,0,23.28130226,1600000.0,6800000.0,38.59254158,140.97567959999998
39725,0,19.95416115,1600000.0,6800000.0,31.596553999999998,130.55711599999998
7254830,0,19.95416115,1600000.0,6800000.0,33.42165588,130.514578
9071407,0,19.99180527,1600000.0,6800000.0,37.53155782,138.8719125
27448,0,19.95416115,1600000.0,6800000.0,34.28628106,133.79467209999999
25402,0,19.95416115,1600000.0,6800000.0,34.36596784,132.38945420000002
15164,0,19.95416115,400000.0,6800000.0,26.25084741,127.6863922
9022,0,19.95416115,1600000.0,6800000.0,33.66165176,130.4100814
7529279,0,23.521526,1600000.0,6800000.0,35.56298074,140.311247
7297858,0,19.99180527,1600000.0,6800000.0,37.73018587,138.94512340000003
9565000,0,23.9740829,1600000.0,6800000.0,34.61489704,135.41636100000002
9825096,0,23.521526,1600000.0,6800000.0,35.717784,139.56626
9866060,0,23.521526,1600000.0,6800000.0,35.90767452,139.94998669999998
7271247,0,23.28130226,1600000.0,6800000.0,35.04998381,136.9020179
27472,0,19.95416115,1600000.0,6800000.0,34.31555217,133.85497959999998
29521,0,19.95416115,1600000.0,6800000.0,33.15278296,129.7695418
7897936,0,19.95416115,1600000.0,6800000.0,32.76997307,129.9387314
4815700,0,23.521526,1600000.0,6800000.0,35.32126237,139.9252834
25429,0,19.95416115,1600000.0,6800000.0,34.393975,132.434428
9517910,0,23.521526,1600000.0,6800000.0,35.98286443,139.8608379
7897944,0,19.95416115,1600000.0,6800000.0,32.76551163,130.70555359999997
2909,0,23.28130226,1600000.0,6800000.0,38.920907299999996,141.5822013
7994206,0,23.28130226,1600000.0,6800000.0,38.46670671,140.9205823
27488,0,23.521526,1600000.0,6800000.0,35.66929843,139.93384440000003
7531362,0,19.99180527,1600000.0,6800000.0,35.91061729,137.9612124
17259,0,19.99180527,1600000.0,6800000.0,35.84286858,139.8274636
9921389,0,23.28130226,1600000.0,6800000.0,35.3255635,136.9179909
17264,0,23.28130226,1600000.0,6800000.0,35.08894,138.8663506
13170,0,19.99180527,1600000.0,6800000.0,37.636768,138.96168899999998
7994230,0,23.28130226,1600000.0,6800000.0,39.67917858,140.0970472
3529592,0,19.95416115,1600000.0,6800000.0,34.50659356,133.5055071
7338872,0,19.99180527,1600000.0,6800000.0,36.30309364,139.12811409999998
4535162,0,23.521526,1600000.0,6800000.0,35.75422411,139.6817039
6767486,0,19.95416115,1600000.0,6800000.0,33.2185099,132.56298429999998
3675009,0,19.95416115,1600000.0,6800000.0,34.99524112,133.4447517
9099,0,23.521526,1600000.0,6800000.0,35.50130959,139.4201688
7416717,0,23.28130226,1600000.0,6800000.0,38.35658977,140.846336
9053069,0,19.99180527,1600000.0,6800000.0,36.33383582,139.8065105
9474960,0,23.9740829,1600000.0,6800000.0,34.57784348,135.4382736
27537,0,19.95416115,1600000.0,6800000.0,34.11317881,133.6682604
23442,0,23.9740829,1600000.0,6800000.0,34.84045755,134.7362602
7232403,0,23.28130226,1600000.0,6800000.0,38.57372117,140.9695481
7994257,0,23.28130226,1600000.0,6800000.0,37.43210726,140.5223267
17307,0,20.9887354,1600000.0,6800000.0,43.08958576,141.4973676
29599,0,19.95416115,1600000.0,6800000.0,32.84786772,130.0473562
7703457,0,19.99180527,1600000.0,6800000.0,35.99650869,139.93727859999998
9155490,0,19.99180527,1600000.0,6800000.0,35.78743909,139.5807261
9186212,0,23.28130226,1600000.0,6800000.0,35.29497857,136.6126606
9835440,0,19.99180527,1600000.0,6800000.0,36.58605901,136.5852128
17329,0,23.28130226,1600000.0,6800000.0,35.00030285,138.4918438
9681841,0,20.9887354,1600000.0,6800000.0,43.171384,141.31552
5053,0,19.99180527,1600000.0,6800000.0,36.19247435,139.7201449
25533,0,23.521526,1600000.0,6800000.0,35.62285307,139.9027959
123838,0,19.99180527,1600000.0,6800000.0,36.40224478,136.4609616
9835458,0,19.99180527,1600000.0,6800000.0,36.60659244,138.2384288
31685,0,20.9887354,1600000.0,6800000.0,43.076069,141.363722
9706437,0,20.9887354,1600000.0,6800000.0,43.08372214,141.4056397
7007175,0,19.99180527,1600000.0,6800000.0,36.050899799999996,139.9156029
9638857,0,23.9740829,1600000.0,6800000.0,34.55818876,135.51306730000002
7994320,0,23.28130226,1600000.0,6800000.0,38.46348194,140.9134024
17361,0,23.28130226,1600000.0,6800000.0,35.01867842,138.4808166
43986,0,19.95416115,1600000.0,6800000.0,33.181034999999994,130.143496
70610,0,23.9740829,1600000.0,6800000.0,34.20666392,135.1952035
4555732,0,23.9740829,1600000.0,6800000.0,34.74534234,135.51459640000002
4447190,0,23.521526,1600000.0,6800000.0,35.51236764,139.5610534
7129,0,23.521526,1600000.0,6800000.0,35.71748382,140.7743475
7137,0,23.521526,1600000.0,6800000.0,35.73005987,140.83664840000003
