,from_node,to_node,dist,time,cost,lead_time,stage_time,kind
22,Odawara,cust22,763.306,9.644666666666668,4.621172666666667,2,1,plnt-dc
23,Odawara,cust23,796.7655,9.889111111111111,4.7524099444444445,2,1,plnt-dc
24,Odawara,cust24,327.2452,4.616583333333334,2.1738785333333337,2,1,plnt-dc
25,Odawara,cust25,628.441,7.733194444444444,3.721718777777778,2,1,plnt-dc
26,Odawara,cust26,189.83229999999998,2.477388888888889,1.1807878555555558,2,1,plnt-dc
27,Odawara,cust27,455.9246,5.520666666666667,2.6641912666666667,2,1,plnt-dc
28,Odawara,cust28,1474.3308,19.537416666666665,9.289297466666667,3,1,plnt-dc
29,Odawara,cust29,1026.86,12.648527777777778,6.086271111111111,3,1,plnt-dc
30,Odawara,cust30,932.7511,11.538555555555556,5.5481733222222225,3,1,plnt-dc
31,Odawara,cust31,2062.655,148.77966666666669,61.574521666666676,4,1,plnt-dc
32,Odawara,cust32,1436.8825,19.04277777777778,9.053993611111112,3,1,plnt-dc
33,Odawara,cust33,646.1975,8.439222222222222,4.021886388888889,2,1,plnt-dc
34,Odawara,cust34,238.0455,3.446305555555556,1.6165677222222223,2,1,plnt-dc
35,Odawara,cust35,1427.2411000000002,19.062083333333334,9.052074433333335,3,1,plnt-dc
36,Odawara,cust36,806.9931,10.272972222222222,4.916181988888889,3,1,plnt-dc
37,Odawara,cust37,460.5528,6.344194444444444,2.9982305777777776,2,1,plnt-dc
38,Odawara,cust38,1066.1379,14.429305555555555,6.837860122222223,3,1,plnt-dc
39,Odawara,cust39,1307.4678000000001,16.409555555555556,7.871290022222223,3,1,plnt-dc
40,Odawara,cust40,700.4693000000001,8.704638888888889,4.182324855555556,2,1,plnt-dc
41,Odawara,cust41,328.2092,4.229833333333334,2.0201425333333334,2,1,plnt-dc
42,Odawara,cust42,93.31410000000001,1.30675,0.6160141000000001,2,1,plnt-dc
43,Odawara,cust43,170.7845,2.4956111111111112,1.1690289444444444,2,1,plnt-dc
44,Odawara,cust44,1152.1495,15.620777777777779,7.400460611111112,3,1,plnt-dc
45,Odawara,cust45,760.4338,9.509250000000002,4.564133800000001,2,1,plnt-dc
46,Odawara,cust46,1148.2604,14.198972222222222,6.827849288888889,3,1,plnt-dc
47,Odawara,cust47,425.7352,5.556972222222222,2.648524088888889,2,1,plnt-dc
48,Odawara,cust48,490.6772,5.902277777777778,2.851588311111111,2,1,plnt-dc
49,Odawara,cust49,1485.0468999999998,19.77638888888889,9.395602455555556,3,1,plnt-dc
50,Osaka,cust0,667.4649000000001,8.119222222222222,3.915153788888889,2,1,plnt-dc
51,Osaka,cust1,662.0293,8.274861111111111,3.9719737444444445,2,1,plnt-dc
52,Osaka,cust2,188.2138,2.493611111111111,1.1856582444444443,2,1,plnt-dc
53,Osaka,cust3,540.5405999999999,6.630916666666667,3.192907266666667,2,1,plnt-dc
54,Osaka,cust4,1670.5456000000001,21.46311111111111,10.255790044444446,4,1,plnt-dc
55,Osaka,cust5,166.23829999999998,2.221611111111111,1.0548827444444446,2,1,plnt-dc
56,Osaka,cust6,955.9969,11.648055555555555,5.615219122222221,3,1,plnt-dc
57,Osaka,cust7,931.3471999999999,11.482694444444444,5.5244249777777785,3,1,plnt-dc
58,Osaka,cust8,71.4469,1.0393055555555555,0.4871691222222222,2,1,plnt-dc
59,Osaka,cust9,156.2985,2.0846666666666667,0.9901651666666668,2,1,plnt-dc
60,Osaka,cust10,1602.6936,21.052,10.0234936,4,1,plnt-dc
61,Osaka,cust11,399.3203,4.8260555555555555,2.3297425222222223,2,1,plnt-dc
62,Osaka,cust12,639.955,7.933333333333334,3.813288333333334,2,1,plnt-dc
63,Osaka,cust13,790.0304,9.69025,4.6661304,2,1,plnt-dc
64,Osaka,cust14,681.9724,8.18911111111111,3.957616844444444,2,1,plnt-dc
65,Osaka,cust15,102.54039999999999,1.362388888888889,0.6474959555555556,2,1,plnt-dc
66,Osaka,cust16,189.29270000000002,2.3030555555555554,1.1105149222222221,2,1,plnt-dc
67,Osaka,cust17,877.518,11.15611111111111,5.339962444444445,3,1,plnt-dc
68,Osaka,cust18,531.3916999999999,6.510222222222222,3.1354805888888886,2,1,plnt-dc
69,Osaka,cust19,1289.8822,16.802444444444447,8.01085997777778,3,1,plnt-dc
70,Osaka,cust20,305.1651,4.235805555555555,1.9994873222222223,2,1,plnt-dc
71,Osaka,cust21,422.321,5.395611111111111,2.580565444444445,2,1,plnt-dc
72,Osaka,cust22,996.5774,12.2525,5.897577399999999,3,1,plnt-dc
73,Osaka,cust23,389.5442,4.965999999999999,2.3759441999999997,2,1,plnt-dc
74,Osaka,cust24,365.9242,4.506111111111111,2.1683686444444445,2,1,plnt-dc
75,Osaka,cust25,199.8198,2.678388888888889,1.2711753555555556,2,1,plnt-dc
76,Osaka,cust26,620.461,7.572722222222222,3.649549888888889,2,1,plnt-dc
77,Osaka,cust27,26.3977,0.40747222222222224,0.1893865888888889,2,1,plnt-dc
78,Osaka,cust28,1786.3142,22.965583333333335,10.972547533333334,4,1,plnt-dc
79,Osaka,cust29,619.404,7.642861111111111,3.6765484444444447,2,1,plnt-dc
80,Osaka,cust30,525.2950999999999,6.532888888888889,3.1384506555555562,2,1,plnt-dc
81,Osaka,cust31,1655.199,143.774,59.16479900000001,4,1,plnt-dc
82,Osaka,cust32,1748.8658,22.47094444444444,10.737243577777777,4,1,plnt-dc
83,Osaka,cust33,217.5764,3.3844166666666666,1.5713430666666668,2,1,plnt-dc
84,Osaka,cust34,298.5601,3.83475,1.8324601,2,1,plnt-dc
85,Osaka,cust35,1739.2243999999998,22.49025,10.7353244,4,1,plnt-dc
86,Osaka,cust36,378.372,5.218166666666667,2.465638666666667,2,1,plnt-dc
87,Osaka,cust37,436.8545,5.4032222222222215,2.5981433888888885,2,1,plnt-dc
88,Osaka,cust38,1378.121,17.857472222222224,8.52110988888889,3,1,plnt-dc
89,Osaka,cust39,900.0118,11.403888888888888,5.461567355555555,3,1,plnt-dc
90,Osaka,cust40,309.98490000000004,3.7868333333333335,1.8247182333333336,2,1,plnt-dc
91,Osaka,cust41,743.1095,9.101888888888888,4.383865055555556,2,1,plnt-dc
92,Osaka,cust42,355.3053,4.248555555555555,2.054727522222222,2,1,plnt-dc
93,Osaka,cust43,493.8051,7.017944444444444,3.3009828777777774,2,1,plnt-dc
94,Osaka,cust44,1464.1326000000001,19.048944444444444,9.083710377777777,3,1,plnt-dc
95,Osaka,cust45,352.9777,4.503583333333333,2.1544110333333335,2,1,plnt-dc
96,Osaka,cust46,740.8044,9.193305555555556,4.418126622222223,2,1,plnt-dc
97,Osaka,cust47,809.2275,9.79586111111111,4.727571944444444,3,1,plnt-dc
98,Osaka,cust48,166.1088,2.1320833333333336,1.0189421333333335,2,1,plnt-dc
99,Osaka,cust49,1797.0302,23.204555555555554,11.078852422222223,4,1,plnt-dc
100,Chiba,cust0,302.92690000000005,4.010527777777778,1.9071380111111114,2,1,plnt-dc
101,Chiba,cust1,1179.6142,14.589611111111111,7.015458644444445,3,1,plnt-dc
102,Chiba,cust2,705.7989,8.808361111111111,4.229143344444445,2,1,plnt-dc
103,Chiba,cust3,45.2813,0.6569722222222222,0.30807018888888893,2,1,plnt-dc
104,Chiba,cust4,1309.8841,17.300194444444443,8.229961877777777,3,1,plnt-dc
105,Chiba,cust5,464.8273,5.63225,2.7177273,2,1,plnt-dc
106,Chiba,cust6,542.7659,6.981916666666667,3.335532566666667,2,1,plnt-dc
107,Chiba,cust7,604.3494000000001,7.628416666666666,3.655716066666667,2,1,plnt-dc
108,Chiba,cust8,502.82509999999996,6.162166666666667,2.967691766666667,2,1,plnt-dc
109,Chiba,cust9,638.7705,7.9599166666666665,3.8227371666666667,2,1,plnt-dc
110,Chiba,cust10,1242.0321000000001,16.889083333333332,7.997665433333333,3,1,plnt-dc
111,Chiba,cust11,172.8647,2.245888888888889,1.0712202555555557,2,1,plnt-dc
112,Chiba,cust12,140.9476,1.9375555555555555,0.9159698222222223,2,1,plnt-dc
113,Chiba,cust13,1307.6154,16.005,7.709615400000001,3,1,plnt-dc
114,Chiba,cust14,386.40209999999996,4.871888888888889,2.3351576555555553,2,1,plnt-dc
115,Chiba,cust15,641.2905,7.726277777777778,3.731801611111111,2,1,plnt-dc
116,Chiba,cust16,389.22409999999996,4.7523333333333335,2.2901574333333334,2,1,plnt-dc
117,Chiba,cust17,1395.103,17.47086111111111,8.383447444444444,3,1,plnt-dc
118,Chiba,cust18,269.9784,3.6857777777777776,1.7442895111111112,2,1,plnt-dc
119,Chiba,cust19,929.2208,12.63952777777778,5.985031911111112,3,1,plnt-dc
120,Chiba,cust20,843.9151999999999,10.599694444444445,5.083792977777778,3,1,plnt-dc
121,Chiba,cust21,244.8415,3.397194444444444,1.6037192777777778,2,1,plnt-dc
122,Chiba,cust22,714.6278000000001,8.909916666666668,4.278594466666668,2,1,plnt-dc
123,Chiba,cust23,906.8945,11.198194444444445,5.386172277777778,3,1,plnt-dc
124,Chiba,cust24,395.9229,5.6579999999999995,2.6591229,2,1,plnt-dc
125,Chiba,cust25,738.57,9.042277777777779,4.355481111111112,2,1,plnt-dc
126,Chiba,cust26,136.0995,1.8860277777777776,0.8905106111111112,2,1,plnt-dc
127,Chiba,cust27,566.0536,6.82975,3.2979536,2,1,plnt-dc
128,Chiba,cust28,1425.6526000000001,18.802666666666667,8.946719266666667,3,1,plnt-dc
129,Chiba,cust29,1136.989,13.957611111111111,6.720033444444445,3,1,plnt-dc
130,Chiba,cust30,1042.8801,12.84763888888889,6.181935655555556,3,1,plnt-dc
131,Chiba,cust31,2172.784,150.08875,62.208284000000006,4,1,plnt-dc
132,Chiba,cust32,1388.2043999999999,18.308027777777777,8.711415511111111,3,1,plnt-dc
133,Chiba,cust33,756.3265,9.748305555555556,4.655648722222223,2,1,plnt-dc
134,Chiba,cust34,306.7232,4.487722222222222,2.101812088888889,2,1,plnt-dc
135,Chiba,cust35,1378.563,18.327333333333332,8.709496333333334,3,1,plnt-dc
136,Chiba,cust36,917.1220999999999,11.582055555555556,5.549944322222223,3,1,plnt-dc
137,Chiba,cust37,529.2304,7.385611111111111,3.4834748444444448,2,1,plnt-dc
138,Chiba,cust38,1017.4596,13.694555555555556,6.495281822222223,3,1,plnt-dc
139,Chiba,cust39,1417.5968,17.71863888888889,8.505052355555556,3,1,plnt-dc
140,Chiba,cust40,810.5983,10.013722222222222,4.816087188888889,3,1,plnt-dc
141,Chiba,cust41,279.531,3.495083333333333,1.6775643333333332,2,1,plnt-dc
142,Chiba,cust42,207.9066,2.6945,1.2857066000000001,2,1,plnt-dc
143,Chiba,cust43,164.79420000000002,2.2649444444444446,1.070771977777778,2,1,plnt-dc
144,Chiba,cust44,1103.4712,14.886027777777777,7.057882311111111,3,1,plnt-dc
145,Chiba,cust45,870.5628,10.818333333333333,5.197896133333334,3,1,plnt-dc
146,Chiba,cust46,1258.3893999999998,15.508055555555556,7.461611622222223,3,1,plnt-dc
147,Chiba,cust47,377.057,4.822222222222222,2.305945888888889,2,1,plnt-dc
148,Chiba,cust48,600.8061,7.2113611111111116,3.4853505444444446,2,1,plnt-dc
149,Chiba,cust49,1436.3688,19.041638888888887,9.053024355555555,3,1,plnt-dc
150,cust0,cust0,0.0,0.0,0.0,1,1,dc-cust
151,cust3,cust0,256.417,3.5080277777777775,7.657098055555555,2,1,dc-cust
152,cust5,cust0,534.6331,6.287,13.91058275,2,1,dc-cust
153,cust6,cust0,331.8211,4.140888888888889,9.111330527777778,2,1,dc-cust
154,cust7,cust0,325.39029999999997,4.169527777777778,9.152531305555556,2,1,dc-cust
155,cust8,cust0,599.6320999999999,7.1040833333333335,15.707246916666668,2,1,dc-cust
156,cust9,cust0,670.1926,7.989277777777779,17.654037055555555,2,1,dc-cust
157,cust11,cust0,404.13390000000004,5.247249999999999,11.504834749999999,2,1,dc-cust
158,cust12,cust0,185.2984,2.3680555555555554,5.1993571111111105,2,1,dc-cust
159,cust14,cust0,64.648,1.2237777777777779,2.609175555555556,2,1,dc-cust
160,cust15,cust0,703.5764,8.436305555555556,18.631552111111112,2,1,dc-cust
161,cust16,cust0,489.6153,6.246611111111111,13.717260472222222,2,1,dc-cust
162,cust18,cust0,159.23729999999998,1.9538055555555556,4.305704361111111,2,1,dc-cust
163,cust19,cust0,712.7798,9.72,21.2219495,2,1,dc-cust
164,cust21,cust0,282.8553,3.596166666666667,7.899471583333334,2,1,dc-cust
165,cust22,cust0,435.66859999999997,5.451027777777778,11.991227055555555,2,1,dc-cust
166,cust24,cust0,304.0266,3.75075,8.2615665,2,1,dc-cust
167,cust26,cust0,168.9246,2.1493055555555554,4.720922611111111,2,1,dc-cust
168,cust27,cust0,651.8881,7.888444444444445,17.40660913888889,2,1,dc-cust
169,cust34,cust0,403.9814,5.306305555555555,11.62256461111111,2,1,dc-cust
170,cust37,cust0,451.0607,5.645583333333333,12.418818416666666,2,1,dc-cust
171,cust41,cust0,85.3714,1.1694722222222222,2.5523729444444445,2,1,dc-cust
172,cust42,cust0,439.1758,5.69586111111111,12.489661722222221,2,1,dc-cust
173,cust43,cust0,249.195,3.383777777777778,7.390543055555556,2,1,dc-cust
174,cust47,cust0,157.2508,1.9901666666666669,4.373460333333334,2,1,dc-cust
175,cust48,cust0,723.3353000000001,8.967972222222222,19.744282694444443,2,1,dc-cust
176,cust1,cust1,0.0,0.0,0.0,1,1,dc-cust
177,cust2,cust1,473.0829,5.837888888888889,12.858485027777778,2,1,dc-cust
178,cust5,cust1,774.3770999999999,9.737805555555555,21.41155386111111,2,1,dc-cust
179,cust8,cust1,682.2656,8.509361111111112,18.724386222222222,2,1,dc-cust
180,cust9,cust1,630.3523,7.760361111111111,17.09660297222222,2,1,dc-cust
181,cust13,cust1,205.24439999999998,2.857111111111111,6.227333222222223,2,1,dc-cust
182,cust15,cust1,560.7485,6.958555555555555,15.318982361111111,2,1,dc-cust
183,cust17,cust1,293.8378,4.040527777777777,8.815650055555555,2,1,dc-cust
184,cust20,cust1,585.8475,7.234611111111111,15.933840972222221,2,1,dc-cust
185,cust23,cust1,315.3153,4.360166666666667,9.508621583333333,2,1,dc-cust
186,cust25,cust1,534.5176,6.874666666666666,15.085627333333333,2,1,dc-cust
187,cust27,cust1,640.3465,8.016472222222221,17.633810694444442,2,1,dc-cust
188,cust29,cust1,130.4055,1.6134166666666667,3.5528470833333334,2,1,dc-cust
189,cust30,cust1,134.9359,1.8733888888888888,4.084117527777778,2,1,dc-cust
190,cust33,cust1,652.6884,8.866583333333333,19.364887666666665,2,1,dc-cust
191,cust36,cust1,630.5421,7.752916666666667,17.082188583333334,2,1,dc-cust
192,cust39,cust1,237.6385,3.1868055555555554,6.967707361111111,2,1,dc-cust
193,cust40,cust1,447.87809999999996,5.6378611111111105,12.39541747222222,2,1,dc-cust
194,cust45,cust1,499.38809999999995,6.1378055555555555,13.524081361111111,2,1,dc-cust
195,cust46,cust1,258.1116,3.1835555555555555,7.012390111111111,2,1,dc-cust
196,cust1,cust2,474.5362,5.816111111111111,12.818562722222222,2,1,dc-cust
197,cust2,cust2,0.0,0.0,0.0,1,1,dc-cust
198,cust3,cust2,691.0825,8.701666666666666,19.131039583333333,2,1,dc-cust
199,cust5,cust2,301.9898,3.936027777777778,8.627030055555556,2,1,dc-cust
200,cust8,cust2,209.87820000000002,2.707583333333333,5.939862166666666,2,1,dc-cust
201,cust9,cust2,181.22129999999999,2.210111111111111,4.873275472222222,2,1,dc-cust
202,cust11,cust2,549.8623,6.896805555555556,15.168266861111112,2,1,dc-cust
203,cust12,cust2,790.4969,10.004083333333332,21.984408916666663,2,1,dc-cust
204,cust13,cust2,602.5373000000001,7.2315000000000005,15.969343250000001,2,1,dc-cust
205,cust15,cust2,88.36110000000001,1.1567777777777777,2.5344583055555554,2,1,dc-cust
206,cust16,cust2,339.83459999999997,4.373805555555556,9.597197611111111,2,1,dc-cust
207,cust17,cust2,690.0249,8.69736111111111,19.11978447222222,2,1,dc-cust
208,cust18,cust2,664.1136,7.967777777777778,17.595839555555557,2,1,dc-cust
209,cust20,cust2,159.156,2.1258333333333335,4.649556666666667,2,1,dc-cust
210,cust21,cust2,577.7053000000001,7.4271111111111106,16.29848547222222,2,1,dc-cust
211,cust23,cust2,202.05110000000002,2.50725,5.51962775,2,1,dc-cust
212,cust24,cust2,498.6461,5.963666666666667,13.173948583333333,2,1,dc-cust
213,cust25,cust2,85.99430000000001,1.3058611111111111,2.826707972222222,2,1,dc-cust
214,cust26,cust2,771.0029000000001,9.643472222222222,21.214451694444445,2,1,dc-cust
215,cust27,cust2,167.9591,2.2146944444444445,4.849286638888889,2,1,dc-cust
216,cust29,cust2,431.911,5.184111111111111,11.447999722222223,2,1,dc-cust
217,cust30,cust2,337.802,4.074138888888889,8.992782777777778,2,1,dc-cust
218,cust33,cust2,204.1651,3.2977777777777777,7.105968305555555,2,1,dc-cust
219,cust34,cust2,453.94440000000003,5.86625,12.867361,2,1,dc-cust
220,cust36,cust2,232.3629,3.1081944444444445,6.797296138888889,2,1,dc-cust
221,cust37,cust2,569.5764,6.860777777777778,15.145496555555557,2,1,dc-cust
222,cust39,cust2,712.5186,8.94513888888889,19.67157427777778,2,1,dc-cust
223,cust40,cust2,170.06560000000002,2.0974444444444447,4.620052888888889,2,1,dc-cust
224,cust42,cust2,505.8472,6.319305555555555,13.903229111111111,2,1,dc-cust
225,cust43,cust2,649.1894,9.049444444444445,19.72186238888889,2,1,dc-cust
226,cust45,cust2,165.4846,2.044833333333333,4.503378166666666,2,1,dc-cust
227,cust46,cust2,553.3113000000001,6.734555555555556,14.852389361111111,2,1,dc-cust
228,cust48,cust2,346.0482,4.356138888888889,9.577398277777778,2,1,dc-cust
229,cust0,cust3,262.2561,3.515388888888889,7.686418027777778,2,1,dc-cust
230,cust2,cust3,691.872,8.747166666666667,19.224013333333332,2,1,dc-cust
231,cust3,cust3,0.0,0.0,0.0,1,1,dc-cust
232,cust5,cust3,450.90040000000005,5.571055555555556,12.26936211111111,2,1,dc-cust
233,cust6,cust3,500.8012,6.523416666666667,14.298836333333334,2,1,dc-cust
234,cust7,cust3,562.3847,7.1699166666666665,15.745795083333332,2,1,dc-cust
235,cust8,cust3,488.89820000000003,6.1009722222222225,13.424189944444445,2,1,dc-cust
236,cust9,cust3,624.8435,7.898722222222222,17.359553194444445,2,1,dc-cust
237,cust11,cust3,158.93779999999998,2.1846944444444443,4.7667333888888885,2,1,dc-cust
238,cust12,cust3,101.84639999999999,1.4504722222222222,3.1555604444444443,2,1,dc-cust
239,cust14,cust3,344.4375,4.413388888888889,9.687871527777778,2,1,dc-cust
240,cust15,cust3,627.3636,7.6650833333333335,16.898575666666666,2,1,dc-cust
241,cust16,cust3,375.2971,4.691138888888888,10.320520527777777,2,1,dc-cust
242,cust18,cust3,236.6109,3.3161111111111112,7.223749472222222,2,1,dc-cust
243,cust21,cust3,211.4741,3.027527777777778,6.583740805555555,2,1,dc-cust
244,cust22,cust3,672.6631,8.451416666666667,18.584491083333333,2,1,dc-cust
245,cust24,cust3,392.3729,5.308083333333333,11.597098916666667,2,1,dc-cust
246,cust25,cust3,724.643,8.981083333333334,19.77377416666667,2,1,dc-cust
247,cust26,cust3,95.4286,1.3908888888888888,3.0203492777777776,2,1,dc-cust
248,cust27,cust3,552.1265999999999,6.768555555555555,14.91742761111111,2,1,dc-cust
249,cust33,cust3,742.3996,9.687111111111111,21.230221222222223,2,1,dc-cust
250,cust34,cust3,290.73429999999996,4.2885,9.30383575,2,1,dc-cust
251,cust37,cust3,513.2416,7.186388888888889,15.655881777777777,2,1,dc-cust
252,cust40,cust3,796.6713000000001,9.952527777777778,21.896733805555556,2,1,dc-cust
253,cust41,cust3,237.56629999999998,3.0365833333333336,6.667082416666667,2,1,dc-cust
254,cust42,cust3,193.9796,2.6333055555555553,5.751560111111111,2,1,dc-cust
255,cust43,cust3,131.4267,1.8952777777777778,4.119122305555556,2,1,dc-cust
256,cust47,cust3,335.09229999999997,4.363722222222222,9.565175194444445,2,1,dc-cust
257,cust48,cust3,586.8792,7.150166666666666,15.767531333333332,2,1,dc-cust
258,cust4,cust4,0.0,0.0,0.0,1,1,dc-cust
259,cust6,cust4,781.3324,10.581027777777777,23.115386555555553,2,1,dc-cust
260,cust7,cust4,772.5805,10.707805555555556,23.34706236111111,2,1,dc-cust
261,cust10,cust4,220.6851,2.778888888888889,6.109490527777778,2,1,dc-cust
262,cust19,cust4,509.3484,6.259416666666667,13.792204333333334,2,1,dc-cust
263,cust22,cust4,681.8371,9.341444444444443,20.387481638888886,2,1,dc-cust
264,cust28,cust4,216.5566,2.87375,6.2888915,2,1,dc-cust
265,cust32,cust4,422.4467,5.134166666666666,11.324450083333332,2,1,dc-cust
266,cust35,cust4,289.54429999999996,3.617638888888889,7.959138527777778,2,1,dc-cust
267,cust38,cust4,315.2301,3.7132777777777775,8.214630805555554,2,1,dc-cust
268,cust44,cust4,235.0916,2.781027777777778,6.149784555555557,2,1,dc-cust
269,cust49,cust4,205.8644,2.5883888888888893,5.691438777777779,2,1,dc-cust
270,cust0,cust5,533.8301,6.3155277777777785,13.965630805555557,2,1,dc-cust
271,cust1,cust5,770.6684,9.711305555555555,21.34928211111111,2,1,dc-cust
272,cust2,cust5,296.853,3.9300555555555556,8.602243611111112,2,1,dc-cust
273,cust3,cust5,451.792,5.563944444444445,12.257368888888891,2,1,dc-cust
274,cust5,cust5,0.0,0.0,0.0,1,1,dc-cust
275,cust7,cust5,797.7125,9.679,21.35228125,2,1,dc-cust
276,cust8,cust5,89.1733,1.2801666666666667,2.7832665833333334,2,1,dc-cust
277,cust9,cust5,200.5072,2.5043888888888888,5.510045777777778,2,1,dc-cust
278,cust11,cust5,310.5718,3.7590833333333333,8.294596166666667,2,1,dc-cust
279,cust12,cust5,551.2064,6.866361111111112,15.110738222222224,2,1,dc-cust
280,cust14,cust5,548.3376,6.385416666666667,14.141677333333334,2,1,dc-cust
281,cust15,cust5,217.419,2.8740833333333335,6.291714166666667,2,1,dc-cust
282,cust16,cust5,78.8947,1.0018888888888888,2.2010145277777777,2,1,dc-cust
283,cust18,cust5,397.75690000000003,4.706527777777778,10.407447805555556,2,1,dc-cust
284,cust20,cust5,420.0437,5.7475,12.54510925,2,1,dc-cust
285,cust21,cust5,308.06190000000004,4.006611111111111,8.783376972222221,2,1,dc-cust
286,cust23,cust5,514.4071,6.154305555555555,13.594628861111111,2,1,dc-cust
287,cust24,cust5,232.2894,2.7024166666666667,5.985556833333334,2,1,dc-cust
288,cust25,cust5,314.69840000000005,4.190083333333333,9.166912666666667,2,1,dc-cust
289,cust26,cust5,531.7124,6.50575,14.340781,2,1,dc-cust
290,cust27,cust5,144.8529,2.0305277777777775,4.423187805555555,2,1,dc-cust
291,cust29,cust5,728.0431,9.079305555555555,19.978718861111112,2,1,dc-cust
292,cust30,cust5,633.9341999999999,7.969333333333333,17.523502166666667,2,1,dc-cust
293,cust33,cust5,332.455,4.896111111111111,10.623359722222222,2,1,dc-cust
294,cust34,cust5,184.30089999999998,2.4457500000000003,5.35225225,2,1,dc-cust
295,cust36,cust5,493.25059999999996,6.729861111111111,14.692848722222223,2,1,dc-cust
296,cust37,cust5,303.21959999999996,3.5995277777777774,7.957104555555555,2,1,dc-cust
297,cust40,cust5,383.0559,4.545416666666667,10.048473083333334,2,1,dc-cust
298,cust41,cust5,609.4748000000001,7.298194444444444,16.120075888888888,2,1,dc-cust
299,cust42,cust5,266.55670000000003,3.1815833333333337,7.029558416666667,2,1,dc-cust
300,cust43,cust5,379.5459,5.6289444444444445,12.20675363888889,2,1,dc-cust
301,cust45,cust5,461.6168,5.940027777777777,13.034097555555554,2,1,dc-cust
302,cust47,cust5,675.5926,7.992166666666667,17.673314833333333,2,1,dc-cust
303,cust48,cust5,258.28,3.127222222222222,6.900144444444444,2,1,dc-cust
304,cust0,cust6,331.8555,4.125388888888889,9.080416527777778,2,1,dc-cust
305,cust3,cust6,499.9641,6.513722222222222,14.277354694444444,2,1,dc-cust
306,cust4,cust6,781.7371999999999,10.654472222222221,23.263287444444444,2,1,dc-cust
307,cust6,cust6,0.0,0.0,0.0,1,1,dc-cust
308,cust7,cust6,101.6062,1.4148333333333332,3.0836821666666663,2,1,dc-cust
309,cust10,cust6,713.8853,10.243361111111112,22.271435472222223,2,1,dc-cust
310,cust11,cust6,638.1778,8.357249999999999,18.309944499999997,2,1,dc-cust
311,cust12,cust6,405.9106,5.282222222222222,11.579220944444444,2,1,dc-cust
312,cust14,cust6,296.6779,3.7342222222222223,8.210139194444444,2,1,dc-cust
313,cust16,cust6,780.5794000000001,9.97561111111111,21.902670722222222,2,1,dc-cust
314,cust18,cust6,450.2013,5.682805555555555,12.49111436111111,2,1,dc-cust
315,cust19,cust6,401.0738,5.993805555555555,12.990295611111112,2,1,dc-cust
316,cust21,cust6,573.8194,7.325166666666666,16.084881833333334,2,1,dc-cust
317,cust22,cust6,178.05679999999998,2.3672500000000003,5.179642,2,1,dc-cust
318,cust24,cust6,583.1503,7.275166666666666,16.008209083333334,2,1,dc-cust
319,cust26,cust6,402.9685,5.259305555555556,11.526032361111112,2,1,dc-cust
320,cust34,cust6,694.9454000000001,9.035305555555555,19.80797461111111,2,1,dc-cust
321,cust37,cust6,730.1843,9.17,20.16546075,2,1,dc-cust
322,cust38,cust6,489.3127,7.0488333333333335,15.320948416666667,2,1,dc-cust
323,cust41,cust6,263.498,3.5316944444444447,7.722133888888889,2,1,dc-cust
324,cust42,cust6,673.2196,8.805861111111112,19.294771222222224,2,1,dc-cust
325,cust43,cust6,498.8637,6.6057500000000005,14.45865925,2,1,dc-cust
326,cust44,cust6,575.3243,8.240305555555555,17.91892186111111,2,1,dc-cust
